53,259
54,258
54,257
55,256
56,255
56,254
56,253
57,253
57,252
57,251
57,250
57,249
57,248
57,247
58,247
58,246
59,246
59,245
101,179
102,179
104,179
106,179
107,179
109,179
110,179
112,179
114,179
115,179
116,179
118,179
121,180
122,180
124,180
125,180
126,180
129,180
130,180
144,180
145,180
149,180
150,180
151,180
174,177
175,177
176,177
177,176
178,176
179,176
179,175
180,175
181,175
182,175
183,174
184,174
185,174
186,174
187,174
188,174
190,174
192,174
195,174
196,174
197,174
199,174
202,174
203,174
204,174
205,174
206,174
205,174
204,174
203,174
202,174
200,174
199,174
199,175
199,177
199,178
199,179
200,180
200,181
200,182
201,182
201,183
201,184
201,185
201,186
201,187
201,188
201,189
201,190
201,191
201,192
201,193
201,194
201,195
201,196
201,197
201,198
201,199
