201,226
202,226
202,225
204,224
205,201
205,200
204,199
201,192
201,191
201,190
201,189
201,188
201,187
201,186
201,185
201,184
201,183
201,181
201,180
201,178
201,177
201,175
201,174
200,173
199,173
184,174
183,174
181,174
180,174
178,174
176,174
175,174
174,174
173,174
172,174
171,174
170,174
168,174
167,174
166,174
165,174
164,174
163,174
162,174
161,174
159,174
158,174
157,174
153,173
152,173
151,173
150,173
149,173
147,173
128,173
126,173
125,173
123,173
122,173
120,173
118,173
115,173
112,173
110,173
108,173
105,173
104,173
102,173
101,173
100,173
54,245
54,246
54,247
54,248
54,249
54,250
54,251
54,252
54,253
54,255
53,255
53,256
53,258
53,259
